"n_tokens_title","average_token_length","num_keywords","kw_avg_max","global_subjectivity","global_sentiment_polarity","global_rate_positive_words","global_rate_negative_words","rate_positive_words","rate_negative_words","avg_positive_polarity","avg_negative_polarity","log_n_tokens_content","log_num_hrefs","root2_num_self_hrefs","log_self_reference_max_shares","log_self_reference_avg_sharess","weekday","target"
12,4.9844789357,8,362375,0.34194214876,0.125688705234,0.0266075388027,0.00221729490022,0.923076923077,0.0769230769231,0.288762626263,-0.5,6.11146733950268,2.19722457733622,1.4142135623731,6.41836493593621,6.41836493593621,"Wednesday",787
9,4.46526151444,9,143011.111111,0.466370049703,0.0531230584616,0.0554254488681,0.0390320062451,0.586776859504,0.413223140496,0.352600298762,-0.315484126984,7.15539630189673,2.77258872223978,1.4142135623731,8.49699048409872,8.49699048409872,"Monday",1200
13,4.28926553672,9,108722.222222,0.520768025078,0.100444096134,0.0158192090395,0.0045197740113,0.777777777778,0.222222222222,0.291991341991,-0.29375,6.78558764500793,2.30258509299405,2,7.54960916515453,7.18614430452233,"Saturday",2800
12,4.59392265193,6,341000,0.485281385281,0.225878533231,0.0359116022099,0.00552486187845,0.866666666667,0.133333333333,0.323951048951,-0.185714285714,5.89164421182577,2.07944154167984,2.23606797749979,8.63052187672324,8.28778002708843,"Monday",1600
16,4.20244328098,5,309540,0.55797163363,0.26042093871,0.0418848167539,0.0139616055846,0.75,0.25,0.504545454545,-0.296081349206,6.35088571671474,1.94591014905531,2.23606797749979,9.12695876303713,8.20248244657654,"Wednesday",1200
12,4.623046875,10,297660,0.477756892231,0.062578320802,0.029296875,0.0234375,0.555555555556,0.444444444444,0.38880952381,-0.306597222222,6.23832462503951,2.07944154167984,1.4142135623731,9.95227771670556,9.95227771670556,"Thursday",4700
10,4.62272727273,3,332066.666667,0.32523923445,0.119457735247,0.0545454545455,0.0272727272727,0.666666666667,0.333333333333,0.328308080808,-0.233333333333,5.39362754635236,1.79175946922805,2.23606797749979,8.00636756765025,8.00636756765025,"Tuesday",1000
13,4.39919557567,7,273485.714286,0.475577875008,0.0378489753697,0.035696329814,0.025641025641,0.581967213115,0.418032786885,0.302582769343,-0.322025305849,7.59538727885397,3.09104245335832,2.44948974278318,9.49551931420985,8.94897560784178,"Thursday",2800
11,4.98796498906,6,247800,0.246130952381,-0.0178174603175,0.0164113785558,0.019693654267,0.454545454545,0.545454545455,0.242619047619,-0.250462962963,6.81783057145415,2.83321334405622,2.44948974278318,6.55819780281227,6.55819780281227,"Thursday",1600
7,4.58284023669,10,309760,0.497823472823,0.114620410454,0.0414201183432,0.00887573964497,0.823529411765,0.176470588235,0.277303648732,-0.2625,5.82304589548302,2.19722457733622,3,6.87316383421252,6.87316383421252,"Tuesday",1500
9,4.83012820513,8,210750,0.374130467234,0.15131549485,0.0416666666667,0.00641025641026,0.866666666667,0.133333333333,0.36254995005,-0.1625,5.74300318780948,0.693147180559945,1,7.3132203870903,7.3132203870903,"Tuesday",1100
9,4.98181818182,10,258550,0.478943452381,0.193923611111,0.0337662337662,0.0103896103896,0.764705882353,0.235294117647,0.492948717949,-0.307291666667,5.95324333428778,3.49650756146648,1.73205080756888,7.24422751560335,7.24422751560335,"Tuesday",1400
9,4.54285714286,8,235227.5,0.271428571429,-0.0142857142857,0.00952380952381,0.00952380952381,0.5,0.5,0.1,-0.15,5.34710753071747,1.38629436111989,1,9.7981270368783,9.7981270368783,"Tuesday",955
7,4.58363858364,9,193155.555556,0.522783584979,0.0478077816492,0.02442002442,0.019536019536,0.555555555556,0.444444444444,0.316785714286,-0.21990327381,6.70808408385307,3.2188758248682,2,8.61250337122056,8.20248244657654,"Tuesday",756
11,4.75391498881,3,530066.666667,0.467985842986,0.0815476190476,0.0425055928412,0.0290827740492,0.59375,0.40625,0.343890977444,-0.297435897436,6.10255859461357,1.09861228866811,1.4142135623731,7.54960916515453,7.54960916515453,"Tuesday",1500
13,4.50180505415,3,227266.666667,0.461196789322,-0.00834235209235,0.0252707581227,0.0180505415162,0.583333333333,0.416666666667,0.315058750773,-0.227777777778,5.62401750618734,2.07944154167984,2.23606797749979,8.88183630500415,8.62155320674048,"Thursday",3900
7,4.40498154982,5,293160,0.428393372501,0.1229533859,0.0415129151292,0.0193726937269,0.681818181818,0.318181818182,0.380068542569,-0.216666666667,6.98841318199959,3.2188758248682,1,6.49828214947643,6.49828214947643,"Wednesday",771
14,4.03571428571,6,246110.333333,0.290773809524,0.0155133928571,0.0357142857143,0.0357142857143,0.5,0.5,0.414285714286,-0.289583333333,5.12396397940326,0.693147180559945,1.4142135623731,6.49526555593701,6.49526555593701,"Wednesday",805
11,5,5,323460,0.3689346885,-0.0416102013928,0.0181818181818,0.0233766233766,0.4375,0.5625,0.224675324675,-0.289417989418,5.95324333428778,2.56494935746154,1,8.38935981990635,8.38935981990635,"Monday",993
17,4.55137844612,10,318920,0.495478219697,0.0421851325758,0.0375939849624,0.015037593985,0.714285714286,0.285714285714,0.273106060606,-0.386111111111,5.98896141688986,2.19722457733622,2.44948974278318,9.9617564606601,9.39266192877014,"Saturday",2400
10,4.75369458128,6,468333.333333,0.473845598846,0.109704184704,0.0492610837438,0.0295566502463,0.625,0.375,0.438571428571,-0.328703703704,5.31320597904179,1.79175946922805,2.23606797749979,7.09007683577609,6.73815249459596,"Tuesday",4300
14,4.39149888143,7,323657.142857,0.422395833333,0.0572916666667,0.0156599552573,0.00671140939597,0.7,0.3,0.311904761905,-0.155555555556,6.10255859461357,1.79175946922805,1,7.49554194388426,7.49554194388426,"Monday",886
12,4.40773809524,6,220433.333333,0.436607142857,0.102529761905,0.0446428571429,0.014880952381,0.75,0.25,0.330952380952,-0.256666666667,5.8171111599632,1.79175946922805,2,9.53964411911878,8.94246092682058,"Tuesday",2200
11,4.67636363636,8,320162.5,0.395875420875,0.167003367003,0.0472727272727,0.00363636363636,0.928571428571,0.0714285714286,0.269696969697,-0.4,5.61677109766657,1.09861228866811,1.73205080756888,9.31470038730042,9.31470038730042,"Monday",1500
9,4.5534591195,8,238987.5,0.399472990777,0.176943346509,0.0345911949686,0.0062893081761,0.846153846154,0.153846153846,0.389669421488,-0.108333333333,5.76205138278018,1.94591014905531,2,7.64969262371151,7.20241296517283,"Friday",1100
10,4.60066006601,7,325071.428571,0.385490897991,0.0859876234876,0.03300330033,0.016501650165,0.666666666667,0.333333333333,0.271623376623,-0.141825396825,5.71373280550937,1.79175946922805,1.73205080756888,7.37775890822787,7.14873874842468,"Saturday",1500
13,4.85675675676,7,441142.857143,0.529953917051,0.0853110599078,0.0405405405405,0.0189189189189,0.681818181818,0.318181818182,0.335476190476,-0.469642857143,5.91350300563827,3.61091791264422,1.4142135623731,8.74830491237962,8.74830491237962,"Thursday",5000
13,4.68838526912,5,207580,0.454659424937,0.091772753995,0.042492917847,0.0169971671388,0.714285714286,0.285714285714,0.344386724387,-0.384953703704,6.55961523749324,1.6094379124341,1,6.47543271670409,6.47543271670409,"Monday",1300
8,4.56231454006,8,171862.5,0.37864959115,0.161736411736,0.0504451038576,0.00445103857567,0.918918918919,0.0810810810811,0.26829004329,-0.129365079365,6.51323011091231,2.19722457733622,2.44948974278318,8.61250337122056,8.29404964010203,"Monday",749
9,4.53092006033,10,298340,0.516840396446,-0.0231160287081,0.0482654600302,0.0452488687783,0.516129032258,0.483870967742,0.306036931818,-0.343333333333,6.49677499018586,1.6094379124341,1.73205080756888,7.17011954344963,7.17011954344963,"Thursday",1500
10,4.58118899734,8,189300,0.512121881255,0.0991745508076,0.058562555457,0.0346051464064,0.628571428571,0.371428571429,0.382165486029,-0.304878917379,7.02731451403978,2.77258872223978,2.44948974278318,7.90100705199242,7.90100705199242,"Thursday",2400
10,4.59969088099,6,404166.666667,0.525289128216,0.0960181665669,0.0455950540958,0.0255023183926,0.641304347826,0.358695652174,0.400325409054,-0.338341750842,7.16549347506085,3.04452243772342,1.73205080756888,8.57546209954021,8.35467426191846,"Wednesday",4700
13,4.42417061611,6,268300,0.557051282051,0.0711538461538,0.0284360189573,0.0165876777251,0.631578947368,0.368421052632,0.41875,-0.425,6.04500531403601,1.6094379124341,1.4142135623731,8.26873183211774,7.98956044933387,"Sunday",1500
10,4.9019019019,6,571816.666667,0.447863359882,0.0995776547611,0.0580580580581,0.026026026026,0.690476190476,0.309523809524,0.356957008509,-0.368785808209,6.90675477864855,1.6094379124341,1.73205080756888,9.87816974455184,9.64859530290734,"Monday",2600
10,4.47904191617,6,564407.5,0.669230769231,0.24358974359,0.0299401197605,0.0119760479042,0.714285714286,0.285714285714,0.43,-0.34375,5.8111409929767,3.2188758248682,1.73205080756888,7.64969262371151,7.13688090197389,"Friday",1200
11,4.68847352025,6,201366.666667,0.342487373737,-0.0478324915825,0.0373831775701,0.0467289719626,0.444444444444,0.555555555556,0.222474747475,-0.29753968254,5.77144112313002,1.38629436111989,2,8.13153071060425,7.8106229905255,"Thursday",1000
8,4.96376811594,7,279771.428571,0.635606060606,-0.0492424242424,0.0289855072464,0.0434782608696,0.4,0.6,0.4,-0.356944444444,4.92725368515721,2.30258509299405,1,9.46498259034976,9.46498259034976,"Friday",3000
7,4.80722891566,8,148122.75,0.157468457468,0.0203703703704,0.0120481927711,0.0120481927711,0.5,0.5,0.3,-0.177777777778,5.11198778835654,1.6094379124341,1.73205080756888,8.26873183211774,8.26873183211774,"Friday",1300
11,4.95275590551,6,300716.666667,0.364102564103,0.0615384615385,0.0236220472441,0.0157480314961,0.6,0.4,0.466666666667,-0.225,4.84418708645859,1.09861228866811,1,7.82404601085629,7.82404601085629,"Thursday",1100
8,4.71551724138,6,183483.333333,0.272619047619,0.120238095238,0.0193965517241,0.00862068965517,0.692307692308,0.307692307692,0.380555555556,-0.2,6.13988455222626,2.19722457733622,1.73205080756888,8.10167774745457,7.48005222483435,"Saturday",900
9,4.49571428571,6,486183.333333,0.456643602299,0.215799091619,0.06,0.00857142857143,0.875,0.125,0.350922490208,-0.229166666667,6.5510803350434,2.70805020110221,2.82842712474619,7.90100705199242,7.53636393840451,"Friday",1000
10,4.68115942029,7,372428.571429,0.37198248721,0.0907733175915,0.0398550724638,0.018115942029,0.6875,0.3125,0.298970877607,-0.225,5.62040086571715,1.79175946922805,1.4142135623731,8.36637030168165,8.36637030168165,"Tuesday",1400
10,4.70658682635,8,212892.5,0.491666666667,0.0297794117647,0.0279441117764,0.0179640718563,0.608695652174,0.391304347826,0.348511904762,-0.474074074074,6.21660610108486,1.94591014905531,1.73205080756888,7.09007683577609,7.09007683577609,"Monday",815
11,4.66666666667,7,328671.428571,0.416428571429,0.176904761905,0.0287581699346,0.0078431372549,0.785714285714,0.214285714286,0.367694805195,-0.197222222222,6.63987583382654,2.39789527279837,2.44948974278318,7.74066440191724,7.49554194388426,"Tuesday",1900
9,4.74838709677,9,416322.222222,0.47155992156,0.111785436785,0.0403225806452,0.0145161290323,0.735294117647,0.264705882353,0.328242424242,-0.483862433862,6.42971947803914,3.17805383034795,1.73205080756888,6.90775527898214,6.90775527898214,"Wednesday",722
11,4.79465370595,9,349066.666667,0.409932081807,0.0368830605159,0.0340218712029,0.0255164034022,0.571428571429,0.428571428571,0.352083333333,-0.319907407407,6.71295620067707,2.39789527279837,1.4142135623731,9.0595174822416,8.75621009188674,"Tuesday",2900
9,4.60952380952,8,164787.5,0.40002713336,-0.00665784832451,0.0238095238095,0.0190476190476,0.555555555556,0.444444444444,0.25119047619,-0.345833333333,6.04025471127741,2.07944154167984,1,8.64822145382264,8.64822145382264,"Sunday",1100
10,4.41486603284,10,300280,0.517407090132,0.0362557461636,0.0397579948142,0.0328435609334,0.547619047619,0.452380952381,0.318168642951,-0.316585132704,7.05358572719368,2.07944154167984,2,9.27799902045,8.86785006302941,"Thursday",941
15,4.95921985816,10,172570,0.480034169185,0.144878025538,0.0531914893617,0.0195035460993,0.731707317073,0.268292682927,0.367001443001,-0.276695526696,6.33505425149806,1.94591014905531,1,6.45204895443723,6.45204895443723,"Wednesday",868
9,4.57750759878,9,224999.111111,0.638684807256,0.206615646259,0.0699088145897,0.0273556231003,0.71875,0.28125,0.48198757764,-0.428240740741,5.79605775076537,2.63905732961526,1.73205080756888,8.63052187672324,8.63052187672324,"Saturday",808
11,4.56658395368,6,251316.666667,0.409566470566,0.0429878084878,0.0231596360629,0.0198511166253,0.538461538462,0.461538461538,0.328702844774,-0.24880252849,7.09754885061479,2.30258509299405,1,9.37585481045376,9.37585481045376,"Monday",848
11,4.68287526427,4,566550,0.41061827957,-0.00443548387097,0.0169133192389,0.014799154334,0.533333333333,0.466666666667,0.16875,-0.2125,6.15909538849193,1.79175946922805,2.23606797749979,7.82404601085629,7.3757255924417,"Friday",798
11,4.61087866109,7,297757.142857,0.343197278912,0.0422657699443,0.0209205020921,0.0125523012552,0.625,0.375,0.26012987013,-0.2625,5.47646355193151,1.94591014905531,1.73205080756888,6.89060912014717,6.77536609093639,"Wednesday",1800
12,4.35086042065,10,120640,0.472619047619,0.183006779101,0.038240917782,0.00956022944551,0.8,0.2,0.434922619048,-0.205416666667,6.95272864462487,2.07944154167984,2.82842712474619,8.93590352627442,8.40065937516029,"Tuesday",2700
10,4.89903846154,8,279725,0.485245310245,0.229978354978,0.0528846153846,0.00961538461538,0.846153846154,0.153846153846,0.356336088154,-0.2,5.33753807970132,1.94591014905531,1,8.1886891244442,8.1886891244442,"Thursday",3300
14,4.49050632911,10,141220,0.472973033911,0.157188176407,0.0458860759494,0.00949367088608,0.828571428571,0.171428571429,0.356782728765,-0.448611111111,6.44888939414686,1.6094379124341,1,8.10167774745457,8.10167774745457,"Tuesday",1100
12,4.55023255814,10,165380,0.460608565298,0.15353864328,0.0511627906977,0.0162790697674,0.758620689655,0.241379310345,0.346923356946,-0.209007936508,7.67322312112171,2.19722457733622,2.44948974278318,8.36637030168165,8.0471895621705,"Thursday",3100
8,4.81438289602,10,183650,0.3973452053,-0.0121239997376,0.022351797862,0.0272108843537,0.450980392157,0.549019607843,0.320136928289,-0.320833333333,6.93634273583405,2.63905732961526,1.73205080756888,9.61580548008435,8.73230457103318,"Monday",1700
13,4.81637168142,6,373900,0.512943722944,0.272216450216,0.0420353982301,0.00442477876106,0.904761904762,0.0952380952381,0.373969013443,-0.283333333333,6.11368217983223,2.07944154167984,1,7.97246601597457,7.97246601597457,"Wednesday",2300
13,4.39449541284,10,512140,0.410577580314,0.0641319207109,0.045871559633,0.0321100917431,0.588235294118,0.411764705882,0.296850649351,-0.221428571429,5.38449506278909,1.38629436111989,1.73205080756888,9.59560277276683,9.59560277276683,"Monday",3000
11,4.63011889036,5,510440,0.429151002506,0.105646929825,0.0488771466314,0.0237780713342,0.672727272727,0.327272727273,0.416891891892,-0.334490740741,6.62936325343745,2.77258872223978,3.16227766016838,9.75846178048587,8.42146514654166,"Friday",1400
9,4.88145896657,9,179777.777778,0.565800438596,0.0492653508772,0.0577507598784,0.0349544072948,0.622950819672,0.377049180328,0.382894736842,-0.44981884058,6.48920493132532,2.39789527279837,1.4142135623731,9.503009985939,9.503009985939,"Tuesday",1000
12,4.3869047619,6,213766.666667,0.426666666667,0.160833333333,0.0416666666667,0.0178571428571,0.7,0.3,0.408928571429,-0.15,5.12396397940326,1.38629436111989,2,9.503009985939,9.04782144247841,"Wednesday",839
9,4.24553571429,8,210712.5,0.532794117647,0.179289215686,0.0491071428571,0.015625,0.758620689655,0.241379310345,0.42803030303,-0.326785714286,6.10479323241498,3.49650756146648,1.73205080756888,9.93788897925346,9.5645121856968,"Monday",866
10,4.77777777778,7,199142.857143,0.471638257576,-0.116998106061,0.0416666666667,0.0486111111111,0.461538461538,0.538461538462,0.233838383838,-0.467857142857,4.969813299576,2.39789527279837,2.23606797749979,8.03915739047324,7.69621263934641,"Thursday",1400
9,4.83428571429,7,428971.428571,0.519081439394,0.131297348485,0.0628571428571,0.0114285714286,0.846153846154,0.153846153846,0.247796143251,-0.3125,5.16478597392351,1.94591014905531,2,9.19013766465866,9.19013766465866,"Friday",1500
15,4.81302521008,10,138520,0.533062330623,0.260128726287,0.0651260504202,0.0189075630252,0.775,0.225,0.375,-0.235802469136,6.16541785423142,3.40119738166216,1.4142135623731,7.78322401633604,7.52294091807237,"Saturday",1200
10,4.6496350365,8,152550,0.534454064454,0.405509058842,0.0510948905109,0.00486618004866,0.913043478261,0.0869565217391,0.559464028035,-0.15,6.01859321449623,2.30258509299405,1.4142135623731,7.49554194388426,7.49554194388426,"Thursday",1400
9,4.75249500998,7,329685.714286,0.568132135895,0.236744639376,0.0678642714571,0.0279441117764,0.708333333333,0.291666666667,0.510784313725,-0.226587301587,6.21660610108486,3.71357206670431,1,9.0595174822416,9.0595174822416,"Sunday",3900
8,4.94942196532,8,268375,0.579508247744,0.309778244631,0.0563583815029,0.014450867052,0.795918367347,0.204081632653,0.4557997558,-0.220416666667,6.53958595561767,3.46573590279973,2.23606797749979,8.1886891244442,7.82404601085629,"Thursday",810
13,4.7264,7,218600,0.607233664203,0.15980677992,0.0472,0.024,0.662921348315,0.337078651685,0.409062660503,-0.255833333333,7.13089883029635,1.94591014905531,1.4142135623731,7.3132203870903,7.3132203870903,"Tuesday",930
14,4.71902131018,10,209020,0.382016425942,0.178355989805,0.0513022888713,0.0149960536701,0.77380952381,0.22619047619,0.368601398601,-0.215350877193,7.14440718032114,3.66356164612965,2.64575131106459,8.1605182474775,7.78322401633604,"Thursday",1200
7,4.77120822622,7,276185.714286,0.391452991453,0.0554487179487,0.0462724935733,0.0308483290488,0.6,0.4,0.275694444444,-0.206547619048,5.96357934361845,1.79175946922805,1.4142135623731,7.54960916515453,7.54960916515453,"Thursday",2900
10,4.53164556962,4,203850,0.437693744164,0.0805135387488,0.0284810126582,0.0158227848101,0.642857142857,0.357142857143,0.297142857143,-0.361111111111,5.75574221358691,1.6094379124341,1.4142135623731,7.24422751560335,7.24422751560335,"Friday",2100
12,4.5960199005,6,189983.333333,0.411752279794,0.0409475461537,0.0348258706468,0.0189054726368,0.648148148148,0.351851851852,0.297213358071,-0.313888888889,6.91274282049318,1.79175946922805,2,8.24275634571448,8.00636756765025,"Monday",856
12,4.57268722467,6,272950,0.482482993197,0.164795918367,0.0308370044053,0.00881057268722,0.777777777778,0.222222222222,0.458163265306,-0.45,5.4249500174814,2.30258509299405,2.44948974278318,9.24956108512946,8.44445044076955,"Thursday",728
11,4.2454308094,8,214525,0.485103586889,0.135463048856,0.0443864229765,0.0182767624021,0.708333333333,0.291666666667,0.367933537051,-0.265986394558,5.94803498918065,1.09861228866811,1.73205080756888,8.99961934066053,8.4446224985814,"Thursday",781
10,4.83512544803,9,134922.222222,0.289329988194,0.133146399055,0.0286738351254,0.00358422939068,0.888888888889,0.111111111111,0.397402597403,-0.25,5.63121178182137,1.38629436111989,1.4142135623731,9.03598698483141,8.57546209954021,"Thursday",807
10,4.55752212389,10,213040,0.395867768595,0.0737603305785,0.0442477876106,0.0353982300885,0.555555555556,0.444444444444,0.258939393939,-0.170833333333,4.72738781871234,1.09861228866811,1,7.09007683577609,7.09007683577609,"Sunday",2200
12,4.64959016393,10,169990,0.398798360968,0.107147894035,0.0491803278689,0.0102459016393,0.827586206897,0.172413793103,0.290669191919,-0.239444444444,6.19031540585315,1.79175946922805,1,8.63052187672324,8.63052187672324,"Tuesday",1400
11,4.72459016393,5,313480,0.446666666667,0.0916666666667,0.0196721311475,0.00983606557377,0.666666666667,0.333333333333,0.4,-0.138888888889,5.72031177660741,1.38629436111989,1.4142135623731,8.41183267575841,8.41183267575841,"Monday",3000
11,4.53958944282,9,412455.555556,0.447463768116,0.166666666667,0.0351906158358,0.0263929618768,0.571428571429,0.428571428571,0.561805555556,-0.225925925926,5.83188247728352,1.6094379124341,2,9.15904707758863,8.85366542803745,"Tuesday",3400
8,4.56517311609,9,203177.777778,0.476945203919,0.118553485988,0.0417515274949,0.0112016293279,0.788461538462,0.211538461538,0.293131665083,-0.209848484848,6.88959130835447,2.77258872223978,2.64575131106459,9.49551931420985,8.77955745588373,"Tuesday",5000
9,4.59836065574,10,121420,0.340476190476,0.197619047619,0.0245901639344,0.00409836065574,0.857142857143,0.142857142857,0.477777777778,-0.1,5.4971682252932,1.94591014905531,2.44948974278318,8.10167774745457,7.78322401633604,"Thursday",1200
10,4.52771084337,7,277185.714286,0.510993867244,0.105832882395,0.0349397590361,0.0156626506024,0.690476190476,0.309523809524,0.351828631139,-0.321260683761,6.72142570079064,3.3322045101752,1.73205080756888,8.59415423255237,8.54675199365778,"Wednesday",3700
8,4.98837209302,10,181510,0.428728991597,0.0977941176471,0.0377906976744,0.0261627906977,0.590909090909,0.409090909091,0.396153846154,-0.202777777778,5.8406416573734,2.07944154167984,2.44948974278318,9.60911649193355,9.60911649193355,"Tuesday",1700
10,4.92253521127,8,410425,0.411734693878,-0.0305194805195,0.0211267605634,0.0140845070423,0.6,0.4,0.262121212121,-0.4,4.95582705760126,1.94591014905531,2.23606797749979,8.63052187672324,8.63052187672324,"Friday",1400
14,4.62626262626,6,276266.666667,0.4112004662,0.198524184149,0.0565656565657,0.0161616161616,0.777777777778,0.222222222222,0.425533008658,-0.261458333333,6.20455776256869,2.19722457733622,1.4142135623731,7.90100705199242,7.42863023860113,"Thursday",786
10,4.97783251232,5,215340,0.454857142857,0.227061471861,0.0369458128079,0.00738916256158,0.833333333333,0.166666666667,0.504213564214,-0.255555555556,6.00635315960173,2.56494935746154,2,8.51719319141624,7.84083757349482,"Thursday",1100
11,4.71751412429,4,278675,0.456003224206,0.224874751984,0.0593220338983,0.00847457627119,0.875,0.125,0.402653061224,-0.211574074074,5.86929691313377,1.79175946922805,1.73205080756888,9.11602969250494,9.11602969250494,"Thursday",1400
12,4.40689655172,6,450350,0.501851851852,0.0546296296296,0.0275862068966,0.0275862068966,0.5,0.5,0.460416666667,-0.3375,4.97673374242057,1.09861228866811,1.4142135623731,9.44145209293957,8.83200393125627,"Tuesday",1200
13,4.46511627907,5,329220,0.382956549623,0.29645662979,0.0542635658915,0.00516795865633,0.913043478261,0.0869565217391,0.389095031952,-0.233333333333,5.95842469302978,1.09861228866811,1,7.64969262371151,7.64969262371151,"Monday",2000
